user_id,browsing_time,pages_viewed,cart_additions,purchase_count,total_spending,average_order_value,discount_usage_count,discount_ratio,return_count,days_since_last_purchase,session_count,user_type
U00630,104.81,27,1,0,0.0,61.78,0.0,0.129,0.0,19,5,normal
U00001,59.68,41,4,0,0.0,117.74,0.0,0.141,,44,7,normal
U00317,53.74,42,4,4,271.54,74.57,0.0,0.179,0.0,54,5,normal
U00707,96.57,67,13,0,0.0,269.31,1.0,0.23,,20,5,high_value
U00548,73.61,40,1,0,0.0,139.04,,0.228,0.0,15,9,normal
U00873,198.5,122,19,0,0.0,93.73,3.0,0.419,0.0,46,12,low_conversion
U00533,49.51,32,1,1,82.74,74.7,1.0,0.15,0.0,36,2,normal
U00478,23.67,31,7,1,130.4,125.44,,0.117,0.0,53,4,normal
U00405,63.93,39,7,0,0.0,134.64,1.0,0.121,,39,5,normal
U00173,25.73,29,1,1,75.38,70.03,,0.049,0.0,30,3,normal
U00126,34.89,41,5,0,0.0,101.75,1.0,0.27,0.0,34,9,normal
U00395,24.14,46,2,2,223.7,108.58,,0.215,0.0,56,2,normal
U00421,45.57,32,0,1,91.86,83.84,0.0,0.159,0.0,32,6,normal
U00553,64.92,37,7,0,0.0,78.41,0.0,0.099,0.0,38,11,normal
U00904,98.91,83,4,3,267.92,90.79,2.0,0.658,0.0,33,7,promotion_abuse_like
U00091,52.33,40,2,2,299.25,150.58,1.0,0.266,,52,8,normal
U00940,43.7,79,9,0,0.0,108.66,10.0,0.516,0.0,37,5,promotion_abuse_like
U00182,26.9,40,4,3,382.93,113.07,0.0,0.26,0.0,5,6,normal
U00275,44.91,28,8,1,140.25,127.53,0.0,0.389,0.0,34,4,normal
U00896,102.67,77,11,0,0.0,154.33,10.0,0.344,0.0,17,7,promotion_abuse_like
U00070,30.76,31,4,0,0.0,133.84,2.0,0.074,0.0,6,6,normal
U00292,45.45,31,4,3,525.53,168.26,1.0,0.246,0.0,18,11,normal
U00132,81.61,31,5,0,0.0,31.22,0.0,0.246,,14,2,normal
U00301,35.0,33,2,0,0.0,141.6,1.0,0.118,0.0,44,4,normal
U00425,97.08,31,4,4,562.78,137.41,0.0,0.089,0.0,53,5,normal
U00327,47.86,38,6,1,109.92,118.28,1.0,0.108,0.0,20,5,normal
U00145,59.16,41,1,1,99.64,90.95,,0.252,0.0,8,4,normal
U00424,56.76,50,3,1,70.17,60.42,0.0,0.149,0.0,58,10,normal
U00581,95.99,30,3,0,0.0,192.93,1.0,0.161,0.0,2,5,normal
U00136,70.82,33,2,0,0.0,60.8,0.0,0.045,0.0,53,6,normal
U00451,40.43,34,5,2,178.92,96.46,2.0,0.273,0.0,24,5,normal
U00165,44.89,28,2,2,282.2,146.1,1.0,0.124,0.0,30,7,normal
U00029,71.46,38,3,3,216.32,75.88,0.0,0.2,0.0,45,9,normal
U00774,106.76,74,9,9,2852.66,296.5,2.0,0.154,0.0,5,10,high_value
U00194,45.02,35,4,2,236.32,136.13,2.0,0.12,0.0,16,2,normal
U00389,69.12,36,2,1,119.64,118.9,2.0,0.225,0.0,21,4,normal
U00853,148.27,102,19,0,0.0,113.16,2.0,0.377,0.0,85,12,low_conversion
U00170,68.14,41,1,1,119.5,121.48,2.0,0.22,0.0,42,7,normal
U00706,157.06,72,6,6,1271.94,213.72,1.0,0.177,,11,13,high_value
U00141,34.87,39,0,1,124.38,140.42,,0.24,0.0,13,5,normal
U00174,68.05,39,1,1,181.68,177.54,1.0,0.264,1.0,32,6,normal
U00007,52.96,35,3,1,82.14,80.94,0.0,0.301,0.0,50,11,normal
U00746,72.99,56,6,0,0.0,269.21,1.0,0.173,0.0,14,11,high_value
U00479,55.31,37,2,0,0.0,140.08,0.0,0.034,0.0,8,11,normal
U00074,69.57,32,1,0,0.0,163.58,1.0,0.009,,37,9,normal
U00911,29.1,64,7,0,0.0,91.0,4.0,0.75,0.0,26,9,promotion_abuse_like
U00814,181.61,133,10,0,0.0,74.07,4.0,0.319,0.0,28,15,low_conversion
U00239,22.55,46,3,0,0.0,140.58,1.0,0.094,0.0,29,3,normal
U00146,49.61,49,4,2,114.69,61.38,1.0,0.087,0.0,45,7,normal
U00793,93.95,115,20,0,0.0,139.01,4.0,0.357,0.0,89,11,low_conversion
U00235,56.71,45,2,0,0.0,125.19,0.0,0.072,0.0,52,1,normal
U00221,36.69,41,3,0,0.0,134.91,,0.14,0.0,17,7,normal
U00924,107.14,74,8,6,580.73,103.41,,0.598,0.0,23,12,promotion_abuse_like
U00501,62.88,36,7,2,303.33,144.92,2.0,0.131,0.0,17,13,normal
U00133,38.79,34,3,2,279.48,140.84,3.0,0.185,0.0,13,6,normal
U00991,313.63,246,8,1,81.49,78.97,4.0,0.284,0.0,33,35,high_activity_anomaly
U00775,113.5,53,8,8,598.64,78.9,4.0,0.187,,5,10,high_value
U00186,34.54,41,4,2,168.31,81.76,3.0,0.115,,2,7,normal
U00042,46.15,32,5,4,738.96,168.75,0.0,0.215,0.0,23,7,normal
U00697,42.44,31,2,0,0.0,127.18,,0.234,0.0,21,8,normal
U00109,46.68,25,8,2,179.19,98.43,0.0,0.278,0.0,1,7,normal
U00589,71.7,35,2,2,218.48,100.09,1.0,0.139,0.0,29,7,normal
U00057,35.97,37,3,0,0.0,161.71,1.0,0.19,0.0,20,6,normal
U00406,71.4,45,4,1,142.96,139.1,2.0,0.0,0.0,15,11,normal
U00443,57.29,32,5,4,279.14,76.12,1.0,0.113,0.0,44,10,normal
U00758,105.42,74,11,11,3007.12,274.41,2.0,0.101,0.0,22,5,high_value
U00998,236.31,244,10,0,0.0,104.33,1.0,0.066,0.0,51,44,high_activity_anomaly
U00025,54.45,35,1,1,103.46,114.89,1.0,0.177,0.0,3,4,normal
U00468,61.03,26,2,1,120.88,105.59,2.0,0.248,0.0,57,5,normal
U00540,26.52,30,1,1,35.85,34.8,0.0,0.238,0.0,53,5,normal
U00532,38.75,34,8,1,112.4,120.29,3.0,0.147,0.0,29,3,normal
U00619,64.3,33,4,0,0.0,96.49,,0.184,0.0,9,8,normal
U00695,72.64,44,4,0,0.0,130.42,0.0,0.319,0.0,36,7,normal
U00927,98.03,77,7,5,319.48,57.67,8.0,0.616,1.0,42,10,promotion_abuse_like
U00339,37.1,34,8,0,0.0,138.97,1.0,0.049,0.0,27,8,normal
U00052,36.45,35,2,1,104.93,104.88,,0.25,0.0,38,8,normal
U00508,39.4,34,4,1,141.5,149.43,0.0,0.055,0.0,22,7,normal
U00517,40.71,38,7,1,134.7,141.23,2.0,0.243,0.0,59,7,normal
U00921,86.52,62,8,6,723.72,119.95,9.0,0.529,0.0,28,13,promotion_abuse_like
U00782,115.59,119,25,0,0.0,88.13,0.0,0.287,0.0,102,14,low_conversion
U00265,49.48,43,6,4,600.78,146.48,0.0,0.175,0.0,45,4,normal
U00818,186.0,132,18,0,0.0,76.84,2.0,0.197,0.0,80,8,low_conversion
U00711,33.88,78,12,0,0.0,277.38,2.0,0.174,0.0,9,13,high_value
U00683,54.19,33,3,0,0.0,101.33,1.0,0.106,0.0,23,5,normal
U00833,120.88,129,14,0,0.0,175.33,2.0,0.113,0.0,46,13,low_conversion
U00519,59.22,37,3,2,234.44,117.45,,0.164,0.0,1,5,normal
U00448,59.04,27,6,1,83.28,105.27,0.0,0.177,,32,3,normal
U00019,56.76,40,1,1,113.04,99.8,0.0,0.203,0.0,30,5,normal
U00716,67.65,66,12,7,1104.22,166.33,2.0,0.178,0.0,20,5,high_value
U00484,68.07,35,4,3,437.44,128.84,0.0,0.0,0.0,27,7,normal
U00569,0.0,31,5,2,134.92,63.88,1.0,0.317,0.0,34,10,normal
U00434,53.29,36,4,1,113.44,114.69,1.0,0.138,0.0,37,3,normal
U00368,56.02,34,4,0,0.0,115.74,,0.143,0.0,26,4,normal
U00084,25.15,38,2,2,201.14,83.56,0.0,0.231,0.0,10,8,normal
U00062,38.48,48,4,0,0.0,112.07,1.0,0.199,0.0,10,7,normal
U00639,37.54,42,3,2,292.61,152.78,,0.22,0.0,23,5,normal
U00273,63.8,38,4,2,233.07,133.1,0.0,0.132,0.0,40,7,normal
U00286,59.17,32,3,0,0.0,139.04,2.0,0.171,0.0,55,2,normal
U00361,54.42,25,8,5,568.2,135.9,2.0,0.261,0.0,20,7,normal
U00355,86.0,32,8,1,81.95,74.67,0.0,0.079,0.0,2,7,normal
U00457,66.4,35,4,3,334.46,114.27,2.0,0.166,0.0,3,4,normal
U00279,49.78,41,5,2,209.52,97.87,,0.262,0.0,15,8,normal
U00013,30.91,29,4,2,218.64,104.06,1.0,0.055,0.0,10,3,normal
U00183,64.77,32,5,3,124.2,43.26,0.0,0.182,0.0,47,8,normal
U00369,31.85,41,4,1,114.54,118.64,1.0,0.164,0.0,13,7,normal
U00882,118.02,59,5,4,481.96,124.43,5.0,0.16,2.0,9,7,promotion_abuse_like
U00616,75.52,33,5,0,0.0,79.43,0.0,0.291,0.0,34,6,normal
U00224,24.06,22,8,4,658.18,163.27,,0.265,0.0,27,2,normal
U00573,19.29,30,4,2,247.5,128.34,0.0,0.241,0.0,13,6,normal
U00971,399.46,249,10,2,149.78,72.15,1.0,0.273,0.0,71,34,high_activity_anomaly
U00654,83.26,38,4,1,126.52,127.51,2.0,0.136,0.0,42,4,normal
U00546,67.15,35,5,5,764.17,143.62,1.0,0.0,0.0,11,4,normal
U00583,26.55,35,4,0,0.0,91.17,0.0,0.139,,8,5,normal
U00634,81.63,32,9,2,281.65,144.16,1.0,0.195,0.0,34,4,normal
U00177,56.83,47,3,2,231.12,106.17,0.0,0.222,0.0,22,11,normal
U00666,52.93,34,5,1,132.09,129.23,2.0,0.148,,15,6,normal
U00674,50.07,44,6,2,239.8,102.17,0.0,0.262,0.0,26,5,normal
U00586,76.65,27,9,0,0.0,102.0,0.0,0.263,0.0,55,7,normal
U00874,141.7,116,20,0,0.0,104.37,,0.32,0.0,33,15,low_conversion
U00394,59.62,42,3,3,289.19,94.82,0.0,0.222,0.0,45,8,normal
U00164,70.69,41,2,2,242.14,138.5,2.0,0.096,0.0,37,11,normal
U00249,36.56,37,4,3,384.37,153.07,1.0,0.151,0.0,36,2,normal
U00635,51.58,30,5,1,94.25,92.93,1.0,0.267,0.0,18,4,normal
U00886,78.43,70,12,5,466.06,102.29,6.0,0.625,0.0,40,9,promotion_abuse_like
U00670,64.08,43,1,0,0.0,145.48,1.0,0.171,0.0,31,6,normal
U00376,34.23,36,8,4,655.34,158.4,0.0,0.07,0.0,29,7,normal
U00413,68.91,33,4,1,148.11,141.03,,0.193,0.0,29,4,normal
U00075,56.72,29,5,1,172.74,194.14,1.0,0.149,0.0,20,6,normal
U00114,17.06,28,5,0,0.0,103.21,1.0,0.244,0.0,14,8,normal
U00599,46.12,40,4,3,165.5,57.28,1.0,0.222,0.0,38,4,normal
U00962,263.39,260,11,3,310.3,102.0,1.0,0.159,0.0,84,41,high_activity_anomaly
U00391,40.52,33,0,1,74.67,72.33,1.0,0.066,0.0,3,9,normal
U00105,19.47,39,6,0,0.0,122.13,3.0,0.126,0.0,43,6,normal
U00115,68.85,23,7,1,87.9,106.46,1.0,0.204,0.0,15,6,normal
U00418,54.5,43,2,1,107.71,97.91,3.0,0.225,,24,7,normal
U00526,31.84,41,4,3,398.21,131.01,0.0,0.186,0.0,14,8,normal
U00458,65.89,42,5,0,0.0,109.63,4.0,0.246,0.0,13,10,normal
U00410,56.13,37,3,2,185.2,82.55,1.0,0.133,,11,5,normal
U00093,47.03,47,5,0,0.0,157.19,1.0,0.161,0.0,15,4,normal
U00931,123.55,62,7,2,204.47,106.79,,0.562,0.0,21,10,promotion_abuse_like
U00090,49.11,30,2,0,0.0,92.47,0.0,0.232,0.0,5,9,normal
U00337,41.26,36,5,0,0.0,145.45,1.0,0.167,0.0,19,3,normal
U00989,286.83,262,16,0,0.0,75.78,,0.277,0.0,34,37,high_activity_anomaly
U00922,105.59,61,7,4,353.92,88.71,13.0,0.418,0.0,36,8,promotion_abuse_like
U00934,117.6,72,8,3,389.02,129.82,,0.658,0.0,40,4,promotion_abuse_like
U00606,79.64,44,5,1,79.63,92.52,1.0,0.137,0.0,17,7,normal
U00594,46.18,35,4,2,213.92,103.49,3.0,0.236,,2,6,normal
U00612,95.22,25,4,1,151.38,166.47,1.0,0.103,0.0,47,7,normal
U00095,62.96,32,4,3,386.68,119.15,,0.159,0.0,38,10,normal
U00012,65.91,35,3,3,353.26,107.58,0.0,0.218,0.0,41,5,normal
U00397,68.89,24,2,0,0.0,136.98,1.0,0.231,0.0,20,7,normal
U00534,77.13,44,3,0,0.0,124.28,0.0,0.285,0.0,27,10,normal
U00044,41.06,45,7,1,160.32,154.85,0.0,0.048,0.0,26,5,normal
U00043,71.07,33,8,0,0.0,120.59,0.0,0.102,0.0,27,5,normal
U00330,46.67,43,7,0,0.0,155.9,2.0,0.136,0.0,58,6,normal
U00168,35.84,42,4,3,208.76,69.41,2.0,0.28,0.0,42,5,normal
U00498,74.46,22,6,2,205.97,109.25,0.0,0.212,1.0,52,3,normal
U00877,200.65,134,20,0,0.0,121.25,0.0,0.183,0.0,75,14,low_conversion
U00598,61.65,42,2,2,285.66,152.19,2.0,0.204,0.0,36,3,normal
U00757,111.32,65,7,7,2005.65,282.51,6.0,0.144,0.0,22,4,high_value
U00101,54.99,31,4,3,270.35,91.55,2.0,0.009,0.0,53,10,normal
U00427,60.83,44,4,0,0.0,164.79,,0.161,0.0,35,5,normal
U00179,59.8,28,4,0,0.0,115.11,,0.165,,2,6,normal
U00445,68.17,43,2,2,187.16,88.37,1.0,0.186,0.0,40,3,normal
U00417,56.22,30,4,0,0.0,158.71,1.0,0.149,0.0,1,8,normal
U00871,164.89,120,18,0,0.0,49.38,0.0,0.075,0.0,89,14,low_conversion
U00883,145.1,60,4,2,294.04,157.9,,0.95,1.0,6,7,promotion_abuse_like
U00681,67.03,39,5,3,268.43,80.94,,0.243,0.0,31,2,normal
U00178,18.86,21,5,0,0.0,61.65,0.0,0.172,0.0,28,6,normal
U00396,42.15,38,7,2,253.5,116.42,0.0,0.131,,32,5,normal
U00912,104.42,73,8,7,582.26,89.76,,0.358,0.0,13,5,promotion_abuse_like
U00794,148.97,114,21,0,0.0,86.48,,0.195,0.0,34,14,low_conversion
U00961,254.23,272,9,0,0.0,166.84,2.0,0.199,0.0,88,44,high_activity_anomaly
U00685,67.71,44,6,0,0.0,72.98,,0.136,0.0,56,5,normal
U00384,58.51,37,5,4,856.05,175.46,1.0,0.167,0.0,4,4,normal
U00957,171.16,254,17,0,0.0,154.87,2.0,0.422,0.0,44,45,high_activity_anomaly
U00752,102.61,54,13,7,1551.58,213.02,,0.148,0.0,18,8,high_value
U00258,41.78,39,4,0,0.0,63.05,0.0,0.222,,1,5,normal
U00539,43.83,35,4,0,0.0,136.79,,0.191,0.0,5,5,normal
U00336,89.5,35,3,1,88.88,90.88,3.0,0.169,0.0,57,9,normal
U00016,43.07,28,4,1,116.12,105.75,0.0,0.096,0.0,49,5,normal
U00325,46.12,39,3,0,0.0,77.71,0.0,0.133,0.0,17,4,normal
U00759,72.98,49,12,0,0.0,366.17,,0.087,0.0,11,12,high_value
U00223,68.18,30,4,0,0.0,131.68,,0.186,0.0,31,5,normal
U00180,35.86,40,2,0,0.0,131.72,0.0,0.086,0.0,52,6,normal
U00984,313.65,247,11,0,0.0,111.36,0.0,0.581,0.0,24,44,high_activity_anomaly
U00023,55.68,41,7,2,303.84,139.68,0.0,0.337,0.0,17,6,normal
U00357,61.83,35,3,0,0.0,142.57,3.0,0.201,0.0,27,9,normal
U00667,83.67,29,4,4,588.38,144.81,,0.125,0.0,19,5,normal
U00862,189.53,103,20,1,83.22,73.31,3.0,0.398,0.0,63,14,low_conversion
U00341,63.96,30,3,3,211.87,72.67,0.0,0.209,0.0,31,4,normal
U00432,60.74,46,6,2,285.63,164.41,1.0,0.151,0.0,22,7,normal
U00552,74.52,43,5,0,0.0,150.25,1.0,0.091,,9,6,normal
U00834,39.5,138,15,0,0.0,127.12,4.0,0.256,0.0,46,12,low_conversion
U00204,40.95,33,5,0,0.0,127.48,2.0,0.318,,28,5,normal
U00631,70.02,45,4,0,0.0,155.31,1.0,0.158,0.0,35,3,normal
U00094,54.29,32,1,0,0.0,113.17,1.0,0.222,0.0,19,3,normal
U00559,69.21,44,2,1,182.43,160.83,1.0,0.18,0.0,44,10,normal
U00069,60.34,40,4,3,347.65,140.18,5.0,0.115,,45,7,normal
U00623,72.99,47,5,3,330.63,103.26,3.0,0.14,0.0,36,4,normal
U00285,64.82,31,5,0,0.0,164.69,2.0,0.203,0.0,9,5,normal
U00845,192.99,114,20,1,76.91,73.43,,0.187,0.0,91,10,low_conversion
U00435,49.02,31,4,1,140.44,140.71,1.0,0.146,0.0,21,7,normal
U00154,66.8,28,2,2,112.1,62.68,1.0,0.157,0.0,21,4,normal
U00076,11.15,45,7,0,0.0,60.76,1.0,0.274,,51,6,normal
U00731,110.82,55,7,0,0.0,223.88,2.0,0.134,0.0,5,9,high_value
U00447,35.64,36,1,1,145.92,151.71,2.0,0.212,0.0,10,7,normal
U00189,44.53,37,3,2,227.58,113.61,1.0,0.116,0.0,15,5,normal
U00272,83.35,28,5,2,305.36,155.1,4.0,0.189,0.0,39,3,normal
U00237,15.75,36,2,1,85.31,90.26,2.0,0.228,,49,8,normal
U00488,58.11,30,4,1,131.21,129.07,1.0,0.028,0.0,51,4,normal
U00118,39.17,22,4,0,0.0,94.26,1.0,0.214,0.0,1,3,normal
U00944,90.7,58,7,5,585.27,115.17,7.0,0.585,0.0,29,8,promotion_abuse_like
U00513,28.26,27,2,2,230.51,113.28,0.0,0.126,0.0,51,6,normal
U00826,165.61,147,11,1,116.06,121.44,1.0,0.091,1.0,105,18,low_conversion
U00592,45.87,45,2,2,163.72,85.81,,0.388,0.0,3,6,normal
U00127,62.46,37,5,3,277.23,94.0,0.0,0.165,0.0,4,8,normal
U00117,66.6,33,3,1,179.17,177.76,1.0,0.29,0.0,42,6,normal
U00474,93.18,32,6,1,125.43,114.16,2.0,0.102,0.0,37,7,normal
U00694,46.97,41,3,0,0.0,102.07,0.0,0.166,0.0,59,9,normal
U00058,36.07,38,6,0,0.0,78.45,1.0,0.057,0.0,49,4,normal
U00864,195.41,117,16,1,193.72,164.26,2.0,0.236,0.0,103,15,low_conversion
U00913,77.07,74,5,5,770.86,156.01,,0.687,,30,4,promotion_abuse_like
U00370,54.38,48,8,0,0.0,111.47,0.0,0.171,0.0,27,11,normal
U00269,68.86,30,2,0,0.0,18.61,1.0,0.247,0.0,19,8,normal
U00047,44.82,27,2,0,0.0,82.83,0.0,0.327,0.0,41,10,normal
U00350,46.13,47,0,1,167.36,166.22,1.0,0.105,,36,3,normal
U00196,65.85,34,5,0,0.0,143.06,2.0,0.192,0.0,10,6,normal
U01000,285.31,245,13,3,244.81,76.08,,0.12,0.0,59,34,high_activity_anomaly
U00835,141.72,126,14,0,0.0,110.48,0.0,0.198,0.0,64,9,low_conversion
U00737,103.84,68,8,8,1467.89,214.06,1.0,0.089,0.0,22,7,high_value
U00264,50.75,39,1,0,0.0,124.45,,0.1,0.0,59,5,normal
U00444,53.86,39,5,0,0.0,98.33,2.0,0.28,0.0,54,5,normal
U00676,27.41,41,5,4,579.31,137.67,,0.097,0.0,26,7,normal
U00305,86.99,39,6,2,301.6,162.84,1.0,0.142,0.0,5,9,normal
U00342,56.84,34,2,2,273.04,146.43,1.0,0.204,0.0,46,6,normal
U00967,231.47,252,9,1,90.95,83.71,2.0,0.389,0.0,46,40,high_activity_anomaly
U00150,51.96,35,3,3,310.4,92.68,3.0,0.179,0.0,37,6,normal
U00125,56.03,41,5,1,150.83,157.88,0.0,0.187,0.0,12,3,normal
U00787,266.32,138,14,0,0.0,70.25,,0.275,0.0,68,15,low_conversion
U00051,95.82,41,4,3,451.41,160.33,0.0,0.226,,33,5,normal
U00354,28.95,31,1,1,117.95,112.65,2.0,0.182,0.0,21,4,normal
U00928,65.13,62,6,6,602.95,109.49,8.0,0.509,0.0,16,5,promotion_abuse_like
U00143,66.9,27,1,1,136.12,119.3,0.0,0.123,0.0,25,5,normal
U00471,64.14,35,3,0,0.0,165.81,,0.068,0.0,50,8,normal
U00400,80.22,46,6,3,333.6,114.41,1.0,0.137,0.0,1,9,normal
U00626,59.69,26,7,2,278.71,142.12,1.0,0.349,0.0,15,9,normal
U00321,8.17,40,3,2,249.85,119.44,2.0,0.216,0.0,9,7,normal
U00020,38.07,34,2,0,0.0,88.55,1.0,0.13,0.0,11,9,normal
U00810,131.89,127,13,1,107.46,111.05,0.0,0.21,0.0,100,12,low_conversion
U00791,227.16,137,18,0,0.0,154.98,,0.11,0.0,101,14,low_conversion
U00809,181.39,125,16,0,0.0,107.17,0.0,0.093,0.0,97,8,low_conversion
U00408,63.81,49,5,1,83.74,77.53,0.0,0.153,0.0,58,5,normal
U00538,63.86,38,5,0,0.0,135.91,1.0,0.137,0.0,15,4,normal
U00621,81.46,32,2,2,167.28,79.97,1.0,0.165,0.0,58,6,normal
U00039,41.06,29,4,0,0.0,142.71,3.0,0.124,0.0,3,3,normal
U00176,46.78,31,2,2,230.99,131.11,2.0,0.12,0.0,37,5,normal
U00246,23.02,45,2,1,113.39,102.73,1.0,0.36,0.0,21,4,normal
U00829,207.2,111,13,0,0.0,100.55,1.0,0.148,0.0,72,12,low_conversion
U00668,48.62,41,4,0,0.0,146.86,4.0,0.2,0.0,31,6,normal
U00755,61.16,58,15,15,3167.62,201.37,1.0,0.163,0.0,3,6,high_value
U00859,197.08,128,20,0,0.0,135.43,0.0,0.18,0.0,42,13,low_conversion
U00155,35.48,39,3,3,504.8,151.44,0.0,0.053,0.0,17,6,normal
U00288,56.58,41,5,3,274.55,97.82,1.0,0.108,,50,6,normal
U00603,59.71,45,3,1,51.4,51.4,0.0,0.154,0.0,27,3,normal
U00570,31.99,47,10,0,0.0,130.04,0.0,0.042,0.0,25,4,normal
U00744,82.43,51,9,0,0.0,316.06,4.0,0.153,0.0,2,10,high_value
U00018,75.29,35,5,3,239.61,78.12,,0.181,0.0,11,8,normal
U00128,65.42,43,3,1,145.88,145.95,3.0,0.194,,11,3,normal
U00323,46.39,45,4,1,166.63,163.65,0.0,0.222,0.0,36,5,normal
U00256,50.12,46,3,3,387.26,127.14,1.0,0.279,0.0,13,7,normal
U00658,100.57,35,5,2,337.01,149.77,1.0,0.27,,40,5,normal
U00965,303.05,268,9,0,0.0,164.99,2.0,0.485,0.0,16,52,high_activity_anomaly
U00191,63.15,34,4,4,391.13,91.29,2.0,0.214,0.0,20,2,normal
U00116,76.99,39,5,3,306.24,99.1,1.0,0.238,0.0,13,4,normal
U00617,55.21,35,3,2,248.29,136.92,3.0,0.147,0.0,20,7,normal
U00607,56.01,40,2,1,110.61,112.55,1.0,0.257,0.0,36,5,normal
U00181,58.59,43,1,1,152.88,143.67,1.0,0.179,0.0,20,2,normal
U00302,76.4,41,1,1,202.42,206.81,2.0,0.267,0.0,31,5,normal
U00760,98.42,67,17,14,3742.97,239.69,3.0,0.122,0.0,15,5,high_value
U00713,92.54,45,11,10,2416.27,251.83,3.0,0.126,0.0,11,8,high_value
U00724,113.43,60,16,0,0.0,284.75,0.0,0.138,0.0,15,12,high_value
U00686,25.12,41,4,1,109.04,111.17,1.0,0.195,0.0,9,9,normal
U00980,337.74,262,10,0,0.0,141.01,,0.269,0.0,24,50,high_activity_anomaly
U00518,35.21,34,1,1,105.88,89.41,2.0,0.253,0.0,6,11,normal
U00985,282.85,268,8,5,488.83,106.52,2.0,0.266,0.0,48,41,high_activity_anomaly
U00046,43.19,35,3,0,0.0,175.56,1.0,0.14,0.0,56,5,normal
U00910,62.2,86,10,7,233.59,30.33,8.0,0.73,0.0,44,3,promotion_abuse_like
U00158,60.22,41,1,1,96.47,94.33,2.0,0.206,0.0,33,7,normal
U00852,52.58,126,21,0,0.0,112.05,2.0,0.243,0.0,62,14,low_conversion
U00172,80.66,39,2,2,316.8,164.72,0.0,0.151,0.0,27,7,normal
U00017,89.61,31,4,2,334.0,161.0,0.0,0.12,0.0,8,9,normal
U00512,43.31,33,4,3,478.49,136.41,1.0,0.144,1.0,59,7,normal
U00049,66.32,32,5,4,522.33,143.56,1.0,0.339,0.0,51,9,normal
U00972,210.07,269,11,0,0.0,51.46,3.0,0.319,0.0,6,36,high_activity_anomaly
U00941,36.24,73,8,0,0.0,75.42,6.0,0.378,0.0,4,8,promotion_abuse_like
U00516,56.55,41,5,0,0.0,126.25,3.0,0.193,0.0,13,4,normal
U00953,263.0,275,18,1,127.53,119.04,3.0,0.248,0.0,7,40,high_activity_anomaly
U00481,46.57,33,4,2,274.5,126.78,1.0,0.137,0.0,43,2,normal
U00284,62.03,39,6,1,85.62,86.62,3.0,0.282,0.0,30,4,normal
U00719,153.65,67,9,9,2513.24,278.55,2.0,0.194,,4,15,high_value
U00878,121.3,134,17,0,0.0,110.99,1.0,0.045,0.0,21,21,low_conversion
U00226,39.46,37,6,3,343.46,104.22,1.0,0.424,0.0,39,6,normal
U00027,29.04,39,5,1,78.16,72.25,2.0,0.136,0.0,37,8,normal
U00955,259.0,292,14,3,262.05,90.49,2.0,0.414,0.0,88,37,high_activity_anomaly
U00438,42.05,31,3,3,355.99,134.29,,0.167,1.0,9,4,normal
U00952,308.95,308,5,1,143.68,158.51,1.0,0.378,0.0,62,41,high_activity_anomaly
U00365,29.68,29,1,0,0.0,136.7,2.0,0.277,0.0,34,7,normal
U00230,54.4,41,3,3,266.7,92.21,,0.163,0.0,14,6,normal
U00038,67.08,40,4,1,23.74,23.74,,0.149,0.0,34,11,normal
U00966,397.01,313,11,2,146.74,71.11,1.0,0.192,,67,46,high_activity_anomaly
U00375,61.97,44,2,0,0.0,94.25,0.0,0.174,0.0,58,6,normal
U00470,63.66,28,4,1,77.81,80.21,,0.307,0.0,2,5,normal
U00968,310.94,258,13,0,0.0,211.45,,0.373,0.0,26,44,high_activity_anomaly
U00851,187.29,120,19,0,0.0,118.25,2.0,0.144,0.0,23,21,low_conversion
U00705,62.77,65,8,8,1451.86,189.68,,0.168,0.0,17,8,high_value
U00842,90.74,101,13,0,0.0,120.45,1.0,0.054,0.0,41,14,low_conversion
U00195,74.28,38,5,5,577.45,110.63,,0.101,,51,4,normal
U00855,157.15,110,12,0,0.0,78.36,,0.235,0.0,36,19,low_conversion
U00865,137.26,109,18,1,88.89,91.69,1.0,0.173,0.0,113,22,low_conversion
U00504,69.23,30,3,0,0.0,112.5,1.0,0.202,0.0,56,2,normal
U00970,223.53,258,9,1,91.5,84.34,0.0,0.234,0.0,8,51,high_activity_anomaly
U00831,237.46,117,17,1,107.57,107.81,1.0,0.34,0.0,80,19,low_conversion
U00580,67.55,41,3,3,553.42,182.94,1.0,0.202,,41,3,normal
U00969,235.08,232,15,2,301.33,142.94,2.0,0.294,0.0,28,45,high_activity_anomaly
U00163,59.24,37,8,0,0.0,116.86,1.0,0.05,0.0,5,5,normal
U00909,74.46,71,14,4,302.52,83.9,4.0,0.404,0.0,30,6,promotion_abuse_like
U00153,29.85,47,3,3,256.37,101.19,1.0,0.137,0.0,38,7,normal
U00802,122.17,111,12,0,0.0,106.6,1.0,0.176,0.0,64,14,low_conversion
U00994,257.64,276,13,8,1015.97,134.72,2.0,0.156,0.0,54,49,high_activity_anomaly
U00756,88.69,56,13,0,0.0,199.43,2.0,0.074,0.0,5,12,high_value
U00112,63.71,46,4,1,148.67,141.75,2.0,0.256,0.0,42,3,normal
U00227,78.28,26,3,3,420.77,126.79,1.0,0.135,0.0,54,6,normal
U00689,34.12,39,6,1,82.84,92.41,0.0,0.261,0.0,39,4,normal
U00104,19.85,34,2,1,148.77,149.81,2.0,0.17,0.0,10,4,normal
