user_id,browsing_time,pages_viewed,cart_additions,purchase_count,total_spending,average_order_value,discount_usage_count,discount_ratio,return_count,days_since_last_purchase,session_count,user_type,discount_missing,return_missing,conversion_rate,cart_to_purchase_rate,spending_per_session,discount_dependency,return_rate,pca_1,pca_2,cluster,is_anomaly,anomaly_score,is_anomaly_without_missingness,anomaly_score_without_missingness,anomaly_category,anomaly_type,anomaly_evidence,suggested_action
U00010,44.49,41,6,0,0.0,140.89,0.0,0.129,0.0,21,5,normal,0,0,0.0,0.0,0.0,0.0,0.0,-0.9724330778563761,-1.4704551109533432,1,0,-0.16776,0,-0.16782,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00197,52.66,37,3,3,556.5,175.26,0.0,0.369,0.0,54,9,normal,0,0,0.08108108108108109,1.0,61.833333333333336,0.0,0.0,1.6755969618408113,-0.17293144827783385,0,0,-0.12121,0,-0.10779,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00604,69.88,29,7,0,0.0,116.63,1.0,0.074,0.0,11,5,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.1143166513554903,-1.3423729614937585,1,0,-0.16376,0,-0.16166,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00082,60.43,28,1,1,150.66,155.97,2.0,0.0,0.0,23,9,normal,0,0,0.03571428571428571,1.0,16.74,2.0,0.0,0.577029250476153,-1.2880822251682806,0,0,-0.12081,0,-0.10691,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00784,159.8,127,19,1,118.59,126.28,2.0,0.092,0.0,63,16,low_conversion,0,0,0.007874015748031496,0.05263157894736842,7.411875,2.0,0.0,-2.1885593527260325,2.366639860407018,2,0,-0.10459,0,-0.0753,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00588,75.97,36,7,0,0.0,119.55,0.0,0.217,0.0,44,10,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.482398114980019,-0.7427828066188502,1,0,-0.16202,0,-0.1626,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00798,144.18,109,17,0,0.0,110.06,,0.185,0.0,31,15,low_conversion,1,0,0.0,0.0,0.0,0.0,0.0,-2.130227871517515,1.5052036403414286,2,0,-0.09006,0,-0.11473,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00240,41.46,30,5,2,337.94,160.22,2.0,0.168,,15,7,normal,0,1,0.06666666666666667,0.4,48.277142857142856,1.0,0.0,0.9871856795409786,-0.8661315989125333,0,0,-0.1106,0,-0.15386,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00291,53.35,27,4,0,0.0,142.19,0.0,0.041,0.0,45,4,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.0505980242470045,-1.7194979654715008,1,0,-0.16098,0,-0.15066,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00212,49.29,43,4,3,311.74,107.13,1.0,0.135,0.0,36,7,normal,0,0,0.06976744186046512,0.75,44.534285714285716,0.3333333333333333,0.0,0.9744220812202624,-0.7510073576663671,0,0,-0.16487,0,-0.16489,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00718,125.67,65,11,11,4448.7,383.32,1.0,0.178,0.0,19,12,high_value,0,0,0.16923076923076924,1.0,370.72499999999997,0.09090909090909091,0.0,9.039670795664216,4.538457836437174,3,1,0.06801,1,0.0658,high_value_anomaly,high_value_anomaly,high total_spending; high purchase_count; low return_rate,"Review for retention, VIP analysis, and personalized recommendation opportunities."
U00360,72.36,31,8,2,287.4,143.66,1.0,0.245,0.0,49,6,normal,0,0,0.06451612903225806,0.25,47.9,0.5,0.0,0.24883115225121208,-0.2065453685200942,0,0,-0.15259,0,-0.15129,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00450,60.99,33,6,1,69.73,72.53,0.0,0.247,0.0,47,6,normal,0,0,0.030303030303030304,0.16666666666666666,11.621666666666668,0.0,0.0,-0.8909511628725254,-1.0136283207964696,1,0,-0.15844,0,-0.15941,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00228,30.7,43,2,0,0.0,54.76,0.0,0.108,0.0,22,10,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.397248608319481,-1.829868069719043,1,0,-0.14932,0,-0.1362,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00951,385.64,250,9,0,0.0,149.38,4.0,0.181,0.0,14,42,high_activity_anomaly,0,0,0.0,0.0,0.0,4.0,0.0,-3.645395903000887,5.616151160123099,2,1,0.01141,1,0.03202,high_activity_anomaly,mixed_anomaly,"low_conversion_anomaly: high pages_viewed, low purchase_count, low conversion_rate; promotion_abuse_like_anomaly: high discount_dependency, high return_rate; high_activity_anomaly: very high session_count, very high pages_viewed",Prioritize for analyst review and inspect user-level behavior history in more detail.
U00947,76.4,80,8,0,0.0,63.97,10.0,0.208,0.0,2,12,promotion_abuse_like,0,0,0.0,0.0,0.0,10.0,0.0,-2.464826588999791,0.7940605365929717,1,0,-0.03384,0,-0.03359,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00797,249.95,111,15,0,0.0,64.76,1.0,0.253,0.0,80,10,low_conversion,0,0,0.0,0.0,0.0,1.0,0.0,-3.000975287726441,2.1428733828739888,2,0,-0.0922,0,-0.08556,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00502,66.0,34,4,0,0.0,134.24,1.0,0.355,0.0,11,7,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.126132517753492,-1.0808111276209162,1,0,-0.16378,0,-0.1623,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00465,35.6,35,5,0,0.0,133.96,0.0,0.213,0.0,34,9,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.1641099108604198,-1.3030290314258026,1,0,-0.16767,0,-0.16952,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00363,51.47,27,4,0,0.0,139.92,2.0,0.115,0.0,29,8,normal,0,0,0.0,0.0,0.0,2.0,0.0,-1.201907777670153,-1.2626355298902183,1,0,-0.16505,0,-0.16492,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00469,55.93,30,8,1,132.07,127.85,1.0,0.142,0.0,28,2,normal,0,0,0.03333333333333333,0.125,66.035,1.0,0.0,-0.12389812580542386,-0.9697635242573857,1,0,-0.14997,0,-0.14632,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00936,78.26,52,4,4,265.81,68.9,7.0,0.554,0.0,38,3,promotion_abuse_like,0,0,0.07692307692307693,1.0,88.60333333333334,1.75,0.0,1.1831076930872597,0.5576285274579618,0,0,-0.06599,0,-0.04118,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00429,48.67,43,4,1,64.24,80.67,0.0,0.281,,5,7,normal,0,1,0.023255813953488372,0.25,9.177142857142856,0.0,0.0,-0.4354920213577645,-1.4275589673415896,1,0,-0.12027,0,-0.1536,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00008,36.77,37,7,4,829.94,195.26,2.0,0.345,0.0,38,6,normal,0,0,0.10810810810810811,0.5714285714285714,138.32333333333335,0.5,0.0,2.5360841937254293,0.405038740443241,0,0,-0.10716,0,-0.10261,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00156,80.43,41,5,3,275.6,94.5,0.0,0.123,,48,7,normal,0,1,0.07317073170731707,0.6,39.371428571428574,0.0,0.0,0.6643520297713846,-0.6451902347991483,0,0,-0.11064,0,-0.14964,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00542,54.02,34,3,1,112.43,138.5,,0.169,,54,7,normal,1,1,0.029411764705882353,0.3333333333333333,16.06142857142857,0.0,0.0,-0.2894703735259231,-1.1100282630437477,1,0,-0.07595,0,-0.16583,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00441,71.86,28,7,0,0.0,149.29,3.0,0.27,0.0,35,7,normal,0,0,0.0,0.0,0.0,3.0,0.0,-1.4363581493910713,-0.5204349595102118,1,0,-0.14593,0,-0.1439,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00483,64.88,45,4,3,211.76,65.61,,0.162,0.0,43,9,normal,1,0,0.06666666666666667,0.75,23.528888888888886,0.0,0.0,0.4181898069323336,-0.5632881026412027,0,0,-0.10353,0,-0.14131,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00423,74.23,37,5,3,384.41,132.88,1.0,0.227,0.0,20,9,normal,0,0,0.08108108108108109,0.6,42.71222222222222,0.3333333333333333,0.0,1.1070550867238687,-0.30220904981025226,0,0,-0.15993,0,-0.15586,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00779,93.5,76,11,6,2581.38,392.14,2.0,0.186,0.0,11,14,high_value,0,0,0.07894736842105263,0.5454545454545454,184.3842857142857,0.3333333333333333,0.0,4.78182519284322,2.8538442194223803,3,1,0.02335,1,0.00594,high_value_anomaly,high_value_anomaly,high total_spending; high purchase_count; low return_rate,"Review for retention, VIP analysis, and personalized recommendation opportunities."
U00950,63.94,74,5,5,618.18,113.71,9.0,0.698,0.0,22,10,promotion_abuse_like,0,0,0.06756756756756757,1.0,61.818,1.8,0.0,1.489255836942711,1.5962840115051444,0,0,-0.03985,0,-0.02663,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00335,66.88,40,3,2,201.94,101.95,2.0,0.311,1.0,56,5,normal,0,0,0.05,0.6666666666666666,40.388,1.0,0.5,0.09545015687066495,0.36670208049070335,4,0,-0.04091,0,-0.04037,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00577,59.99,33,4,0,0.0,93.49,1.0,0.257,0.0,6,5,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.1891761896000579,-1.472360899345761,1,0,-0.16613,0,-0.16491,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00935,90.58,71,7,2,282.0,150.92,14.0,0.62,1.0,31,10,promotion_abuse_like,0,0,0.028169014084507043,0.2857142857142857,28.2,7.0,0.5,-0.9089371821734804,3.027986551633487,4,1,0.05759,1,0.0692,promotion_abuse_like_anomaly,promotion_abuse_like_anomaly,high discount_dependency; high discount_ratio; high return_rate,Send to manual review or a downstream risk-scoring process; do not directly label as fraud.
U00568,57.28,20,6,1,153.06,153.08,2.0,0.23,0.0,5,6,normal,0,0,0.05,0.16666666666666666,25.51,2.0,0.0,0.056165221941396296,-0.8815127371317527,1,0,-0.14304,0,-0.14614,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00595,38.98,43,3,1,126.18,124.46,3.0,0.203,0.0,22,4,normal,0,0,0.023255813953488372,0.3333333333333333,31.545,3.0,0.0,-0.32302823671201897,-1.086601757398187,1,0,-0.14837,0,-0.14025,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00531,53.38,35,5,2,210.35,102.25,0.0,0.065,0.0,36,5,normal,0,0,0.05714285714285714,0.4,42.07,0.0,0.0,0.3490564163312427,-1.165032273228617,0,0,-0.16436,0,-0.16332,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00582,72.48,39,4,1,123.7,123.25,2.0,0.161,0.0,17,6,normal,0,0,0.02564102564102564,0.25,20.616666666666667,2.0,0.0,-0.43013141619545536,-0.9181773528411667,1,0,-0.1645,0,-0.16693,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00708,125.72,59,7,7,1620.38,277.06,1.0,0.039,0.0,5,8,high_value,0,0,0.11864406779661017,1.0,202.5475,0.14285714285714285,0.0,4.875192749631896,1.5856300115333473,3,0,-0.03454,0,-0.0278,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00449,65.82,35,5,0,0.0,140.17,1.0,0.152,,56,4,normal,0,1,0.0,0.0,0.0,1.0,0.0,-1.2808457885433335,-1.244144836970491,1,0,-0.12113,0,-0.16869,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00454,45.61,27,5,3,348.72,116.59,0.0,0.284,0.0,2,5,normal,0,0,0.1111111111111111,0.6,69.744,0.0,0.0,1.7591509863425636,-0.8726713158907592,0,0,-0.13392,0,-0.13355,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00229,83.88,39,5,0,0.0,123.47,2.0,0.098,0.0,45,8,normal,0,0,0.0,0.0,0.0,2.0,0.0,-1.55228921318118,-0.7992691751703503,1,0,-0.16369,0,-0.16386,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00353,35.33,29,3,3,296.66,91.42,0.0,0.215,0.0,42,4,normal,0,0,0.10344827586206896,1.0,74.165,0.0,0.0,1.6851140348868918,-1.0963470877820334,0,0,-0.14072,0,-0.13002,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00729,103.85,40,7,7,1360.93,213.4,3.0,0.223,0.0,9,9,high_value,0,0,0.175,1.0,151.21444444444444,0.42857142857142855,0.0,4.636564446818181,1.517197552228254,3,0,-0.04836,0,-0.03747,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00213,28.61,29,1,1,117.77,124.89,3.0,0.039,0.0,38,9,normal,0,0,0.034482758620689655,1.0,13.085555555555555,3.0,0.0,0.2267786192424318,-1.339656649109889,0,0,-0.10757,0,-0.08926,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00080,74.97,41,2,2,223.53,120.47,0.0,0.244,0.0,41,6,normal,0,0,0.04878048780487805,1.0,37.255,0.0,0.0,0.740452991630042,-0.8787963275363317,0,0,-0.15731,0,-0.1465,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00149,42.55,37,4,0,0.0,120.51,0.0,0.213,0.0,39,4,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.1777269105353787,-1.5719669685418387,1,0,-0.16828,0,-0.16949,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00303,66.26,32,3,1,83.5,94.35,,0.012,0.0,2,6,normal,1,0,0.03125,0.3333333333333333,13.916666666666666,0.0,0.0,-0.11054243032521828,-1.573978238165912,1,0,-0.09582,0,-0.13929,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00629,56.52,37,4,4,564.88,123.85,1.0,0.16,,37,7,normal,0,1,0.10810810810810811,1.0,80.69714285714285,0.25,0.0,2.238589787387116,-0.45069740591640056,0,0,-0.09639,0,-0.13749,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00778,119.42,46,15,8,3165.08,354.92,2.0,0.104,,6,15,high_value,0,1,0.17391304347826086,0.5333333333333333,211.00533333333334,0.25,0.0,6.450019401262303,3.4966640880000037,3,1,0.08002,1,0.04994,high_value_anomaly,high_value_anomaly,high total_spending; high purchase_count; low return_rate,"Review for retention, VIP analysis, and personalized recommendation opportunities."
U00507,87.01,35,5,3,406.91,145.36,1.0,0.071,0.0,22,4,normal,0,0,0.08571428571428572,0.6,101.7275,0.3333333333333333,0.0,1.6485934929842656,-0.5052238211448112,0,0,-0.14826,0,-0.13836,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00343,34.79,40,5,2,308.71,128.84,2.0,0.141,0.0,52,6,normal,0,0,0.05,0.4,51.45166666666666,1.0,0.0,0.30674511141754723,-0.7100852509376304,0,0,-0.16111,0,-0.15424,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00486,37.02,31,2,0,0.0,124.55,2.0,0.262,0.0,2,5,normal,0,0,0.0,0.0,0.0,2.0,0.0,-0.9885437425410042,-1.6485021810401617,1,0,-0.14887,0,-0.15287,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00712,84.74,54,8,8,1034.03,111.64,4.0,0.176,0.0,1,15,high_value,0,0,0.14814814814814814,1.0,68.93533333333333,0.5,0.0,3.3541305557702294,1.4094121158578414,0,0,-0.04992,0,-0.02606,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00134,44.43,34,6,0,0.0,110.84,1.0,0.297,0.0,26,6,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.3032784036378722,-1.1671072995974097,1,0,-0.16986,0,-0.17329,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00704,93.98,53,11,0,0.0,383.84,,0.171,0.0,24,12,high_value,1,0,0.0,0.0,0.0,0.0,0.0,-0.23116723987834722,0.4927968522422162,1,0,-0.02254,0,-0.08902,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00312,65.47,27,2,0,0.0,105.91,1.0,0.085,0.0,16,4,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.0853050523039385,-1.8393344991876783,1,0,-0.16419,0,-0.15962,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00723,140.73,53,7,7,1236.76,182.93,0.0,0.252,0.0,20,13,high_value,0,0,0.1320754716981132,1.0,95.13538461538461,0.0,0.0,3.3960578615344295,1.6319810112742867,0,0,-0.0683,0,-0.04474,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00630,104.81,27,1,0,0.0,61.78,0.0,0.129,0.0,19,5,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.362195993081084,-1.7249079368539961,1,0,-0.1444,0,-0.13917,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00001,59.68,41,4,0,0.0,117.74,0.0,0.141,,44,7,normal,0,1,0.0,0.0,0.0,0.0,0.0,-1.25088343757364,-1.4262490849665117,1,0,-0.12515,0,-0.17429,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00317,53.74,42,4,4,271.54,74.57,0.0,0.179,0.0,54,5,normal,0,0,0.09523809523809523,1.0,54.30800000000001,0.0,0.0,1.3581195652993037,-0.6997662801674179,0,0,-0.12474,0,-0.12631,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00707,96.57,67,13,0,0.0,269.31,1.0,0.23,,20,5,high_value,0,1,0.0,0.0,0.0,1.0,0.0,-0.7312178856239963,0.14298464561087204,1,0,-0.05499,0,-0.10567,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00548,73.61,40,1,0,0.0,139.04,,0.228,0.0,15,9,normal,1,0,0.0,0.0,0.0,0.0,0.0,-1.0429378748092974,-1.2311624169776223,1,0,-0.10816,0,-0.15913,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00873,198.5,122,19,0,0.0,93.73,3.0,0.419,0.0,46,12,low_conversion,0,0,0.0,0.0,0.0,3.0,0.0,-2.8247480545323094,2.6337389504115736,2,0,-0.08414,0,-0.06481,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00533,49.51,32,1,1,82.74,74.7,1.0,0.15,0.0,36,2,normal,0,0,0.03125,1.0,41.37,1.0,0.0,0.29510134119253306,-1.7131355535279502,0,0,-0.13216,0,-0.12889,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00478,23.67,31,7,1,130.4,125.44,,0.117,0.0,53,4,normal,1,0,0.03225806451612903,0.14285714285714285,32.6,0.0,0.0,-0.3705421570308318,-1.1362143731922385,1,0,-0.10255,0,-0.14385,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00405,63.93,39,7,0,0.0,134.64,1.0,0.121,,39,5,normal,0,1,0.0,0.0,0.0,1.0,0.0,-1.220552417100378,-1.1510060691197443,1,0,-0.12368,0,-0.17171,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00173,25.73,29,1,1,75.38,70.03,,0.049,0.0,30,3,normal,1,0,0.034482758620689655,1.0,25.126666666666665,0.0,0.0,0.42546393237802027,-2.05021478358082,0,0,-0.07359,0,-0.11388,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00126,34.89,41,5,0,0.0,101.75,1.0,0.27,0.0,34,9,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.4470362330655744,-1.116922027066155,1,0,-0.16685,0,-0.17176,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00395,24.14,46,2,2,223.7,108.58,,0.215,0.0,56,2,normal,1,0,0.043478260869565216,1.0,111.85,0.0,0.0,1.0901828347217106,-1.1098689990829746,0,0,-0.07754,0,-0.11072,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00421,45.57,32,0,1,91.86,83.84,0.0,0.159,0.0,32,6,normal,0,0,0.03125,0.0,15.31,0.0,0.0,-0.6380144771050849,-1.7896148444774858,1,0,-0.149,0,-0.14648,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00553,64.92,37,7,0,0.0,78.41,0.0,0.099,0.0,38,11,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.586344643227704,-1.0333988801558973,1,0,-0.15352,0,-0.15498,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00904,98.91,83,4,3,267.92,90.79,2.0,0.658,0.0,33,7,promotion_abuse_like,0,0,0.03614457831325301,0.75,38.27428571428572,0.6666666666666666,0.0,0.06349067566638676,0.5945914477394153,0,0,-0.11313,0,-0.08706,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00091,52.33,40,2,2,299.25,150.58,1.0,0.266,,52,8,normal,0,1,0.05,1.0,37.40625,0.5,0.0,0.9127322898640859,-0.7660251446950486,0,0,-0.09963,0,-0.1436,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00940,43.7,79,9,0,0.0,108.66,10.0,0.516,0.0,37,5,promotion_abuse_like,0,0,0.0,0.0,0.0,10.0,0.0,-2.4369370335505107,0.9412840094380897,1,0,-0.02907,0,-0.02758,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00182,26.9,40,4,3,382.93,113.07,0.0,0.26,0.0,5,6,normal,0,0,0.075,0.75,63.821666666666665,0.0,0.0,1.5211832171198896,-1.019855302557548,0,0,-0.1509,0,-0.1405,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00275,44.91,28,8,1,140.25,127.53,0.0,0.389,0.0,34,4,normal,0,0,0.03571428571428571,0.125,35.0625,0.0,0.0,-0.3190387456784554,-0.8075012395113772,1,0,-0.14815,0,-0.14263,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00896,102.67,77,11,0,0.0,154.33,10.0,0.344,0.0,17,7,promotion_abuse_like,0,0,0.0,0.0,0.0,10.0,0.0,-2.20505501861836,1.399080283114375,1,0,-0.03473,0,-0.03264,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00070,30.76,31,4,0,0.0,133.84,2.0,0.074,0.0,6,6,normal,0,0,0.0,0.0,0.0,2.0,0.0,-0.9463652982417698,-1.677362760715387,1,0,-0.15338,0,-0.15111,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00292,45.45,31,4,3,525.53,168.26,1.0,0.246,0.0,18,11,normal,0,0,0.0967741935483871,0.75,47.775454545454544,0.3333333333333333,0.0,1.7688736980845907,-0.3728640875017072,0,0,-0.13902,0,-0.13597,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00132,81.61,31,5,0,0.0,31.22,0.0,0.246,,14,2,normal,0,1,0.0,0.0,0.0,0.0,0.0,-1.4037835656877813,-1.7275073766995805,1,0,-0.09686,0,-0.12734,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00301,35.0,33,2,0,0.0,141.6,1.0,0.118,0.0,44,4,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.0965476237787413,-1.747766344926372,1,0,-0.16209,0,-0.16232,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00425,97.08,31,4,4,562.78,137.41,0.0,0.089,0.0,53,5,normal,0,0,0.12903225806451613,1.0,112.556,0.0,0.0,2.451342352761235,-0.1684063751502851,0,0,-0.10178,0,-0.09631,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00327,47.86,38,6,1,109.92,118.28,1.0,0.108,0.0,20,5,normal,0,0,0.02631578947368421,0.16666666666666666,21.984,1.0,0.0,-0.39533855966316284,-1.1915759661506293,1,0,-0.16877,0,-0.17175,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00145,59.16,41,1,1,99.64,90.95,,0.252,0.0,8,4,normal,1,0,0.024390243902439025,1.0,24.91,0.0,0.0,0.4091943990886931,-1.4730507421239767,0,0,-0.09152,0,-0.13435,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00424,56.76,50,3,1,70.17,60.42,0.0,0.149,0.0,58,10,normal,0,0,0.02,0.3333333333333333,7.017,0.0,0.0,-1.0490764101845171,-1.0611417354948698,1,0,-0.14511,0,-0.1372,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00581,95.99,30,3,0,0.0,192.93,1.0,0.161,0.0,2,5,normal,0,0,0.0,0.0,0.0,1.0,0.0,-0.6976259036915293,-1.2528363831412592,1,0,-0.1409,0,-0.14401,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
